Admin Region Name,Admin Region Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Sri Lanka, Lower south-central hill-lands",LKA_Lower_south-central_hill-lands_MAL-215,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sri Lanka, Mannar",LKA_Mannar_25841,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,4.7,..,..
"Sri Lanka, Matale",LKA_Matale_25830,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.1,..,..
"Sri Lanka, Matara",LKA_Matara_25848,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.1,..,..
"Sri Lanka, Moneragala",LKA_Moneragala_25850,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.7,..,..
"Sri Lanka, Mullattivu",LKA_Mullattivu_25842,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,6.4,..,..
"Sri Lanka, North Central",LKA_North_Central_LK.NC_2738_LKA003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.9,..,..
"Sri Lanka, North Western",LKA_North_Western_LK.NW_2739_LKA004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.7,..,..
"Sri Lanka, Northern",LKA_Northern_LK.NO_2740_LKA005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.6,..,..
"Sri Lanka, Nuwara Eliya",LKA_Nuwara_Eliya_41749,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.4,..,..
"Sri Lanka, Polonnaruwa",LKA_Polonnaruwa_25836,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,4.4,..,..
"Sri Lanka, Puttalam",LKA_Puttalam_25838,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.4,..,..
"Sri Lanka, Rainfed dry zone",LKA_Rainfed_dry_zone_MAL-216,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sri Lanka, Ratnapura",LKA_Ratnapura_25845,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,2.7,..,..
"Sri Lanka, Sabaragamuwa",LKA_Sabaragamuwa_LK.SA_2741_LKA006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3,..,..
"Sri Lanka, South western costal low lands",LKA_South_western_costal_low_lands_MAL-217,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sri Lanka, South-central hill estates",LKA_South-central_hill_estates_MAL-218,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sri Lanka, Southern",LKA_Southern_LK.SO_2742_LKA007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3,..,..
"Sri Lanka, South-western low lands",LKA_South-western_low_lands_MAL-219,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sri Lanka, Trincomalee",LKA_Trincomalee_25834,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,5.8,..,..
"Sri Lanka, Uva",LKA_Uva_LK.UV_2743_LKA008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,2.7,..,..
"Sri Lanka, Vavuniya",LKA_Vavuniya_25843,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.4,..,..
"Sri Lanka, Western",LKA_Western_LK.WE_2744_LKA009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.7,..,..
Sudan,SDN,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Al Jazeera",SDN_Al_Jazeera_SD.AJ_2745_SDN001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Blue Nile",SDN_Blue_Nile_SD.BN_2749_SDN002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Gadaref",SDN_Gadaref_SD.GA_68805_SDN003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Kassala",LKA_Kassala_2006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Khartoum",SDN_Khartoum_SD.KH_2753_SDN009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Nile River",SDN_Nile_River_SD.NI_2761_SDN004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Northern",SDN_Northern_SD.NO_2755_SDN010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Northern Darfur",SDN_Northern_Darfur_SD.ND_2757_SDN011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Northern Kordofan",SDN_Northern_Kordofan_SD.NK_68784_SDN012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Red sea",LKA_Red_sea_2006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Sennar",SDN_Sennar_SD.SE_2762_SDN014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Southern Darfur",SDN_Southern_Darfur_SD.SD_2764_SDN018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Southern Kordofan",SDN_Southern_Kordofan_SD.SK_4150_SDN019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, Western Darfur",SDN_Western_Darfur_SD.WD_2769_SDN024,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Sudan, White Nile",SDN_White_Nile_SD.WN_2770_SDN026,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Suriname,SUR,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Suriname, Brokopondo",SUR_Brokopondo_SR.BR_2771_SUR001,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,..,..
"Suriname, Brokopondo, Sipaliwini",SUR_Brokopondo_and_Sipaliwini_AGG_MAL_Survey_140,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Suriname, Commewijne",SUR_Commewijne_SR.CM_2772_SUR002,"Prevalence of severe wasting, weight for height (% of children under 5)",4.4,..,..,..,..
"Suriname, Commewijne, Marowijne",SUR_Commewijne_and_Marowijne_AGG_MAL_Survey_141,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Suriname, Coronie",SUR_Coronie_SR.CR_2773_SUR003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Suriname, Marowijne",SUR_Marowijne_SR.MA_2774_SUR004,"Prevalence of severe wasting, weight for height (% of children under 5)",0.4,..,..,..,..
"Suriname, Nickerie",SUR_Nickerie_SR.NI_2775_SUR005,"Prevalence of severe wasting, weight for height (% of children under 5)",1.2,..,..,..,..
"Suriname, Nickerie, Coronie, Saramacca",SUR_Coronie_Nickerie_and_Saramacca_AGG_MAL_Survey_142,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Suriname, Para",SUR_Para_SR.PA_2776_SUR006,"Prevalence of severe wasting, weight for height (% of children under 5)",0.7,..,..,..,..
"Suriname, Paramaribo",SUR_Paramaribo_SR.PM_2777_SUR007,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,..,..
"Suriname, Saramacca",SUR_Saramacca_25933,"Prevalence of severe wasting, weight for height (% of children under 5)",0,..,..,..,..
"Suriname, Sipaliwini",SUR_Sipaliwini_SR.SI_2779_SUR009,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"Suriname, Wanica",SUR_Wanica_SR.WA_2780_SUR010,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,..,..
"Suriname, Wanica, Para",SUR_Para_and_Wanica_AGG_MAL_Survey_143,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Swaziland,SWZ,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Swaziland, Hhohho",SWZ_Hhohho_SZ.HH_2782_SWZ001,"Prevalence of severe wasting, weight for height (% of children under 5)",0.7,..,..,..,..
"Swaziland, Lubombo",SWZ_Lubombo_SZ.LU_2783_SWZ002,"Prevalence of severe wasting, weight for height (% of children under 5)",0.2,..,..,..,..
"Swaziland, Manzini",SWZ_Manzini_25975,"Prevalence of severe wasting, weight for height (% of children under 5)",0.4,..,..,..,..
"Swaziland, Shiselweni",SWZ_Shiselweni_SZ.SH_2785_SWZ004,"Prevalence of severe wasting, weight for height (% of children under 5)",0,..,..,..,..
Syrian Arab Republic,SYR,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Aleppo",SYR_Aleppo_SY.HL_2834_SYR002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Al-Qunaytirah",SYR_Al-Qunaytirah_SY.QU_2833_SYR001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, As-Suweida",SYR_As_Suweida_SY.SU_2835_SYR004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Damascus",SYR_Damascus_SY.DI_2837_SYR003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Dara",SYR_Dara_SY.DA_2838_SYR010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Dayr-Az-Zor",SYR_Dayr_Az_Zor_SY.DZ_2839_SYR012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Hama",SYR_Hama_SY.HM_2840_SYR006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Hassakeh",SYR_Hassakeh_SY.HA_2841_SYR013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Homs",SYR_Homs_SY.HI_2842_SYR007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Idleb",SYR_Idleb_SY.ID_2843_SYR008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Lattakia",SYR_Lattakia_SY.LA_2844_SYR009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Raqqa",SYR_Raqqa_SY.RA_2845_SYR011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Rural Damascus",SYR_Rural_Damascus_MAL-220,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Rural-Damascus",SYR_Rural-Damascus_MAL-221,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Syrian Arab Republic, Tartous",SYR_Tartous_SY.TA_2846_SYR014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Tajikistan,TJK,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tajikistan, Districts of Republican Subordination",TJK_DRS_TJ.RR_2850_TJK004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tajikistan, Dushanbe",TJK_Dushanbe_TJ.DU_2847.8_TJK005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,4.2,..,..
"Tajikistan, Gorno-Badakhshan Autonomous Oblast",TJK_GBAO_TJ.BG_2847_TJK001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,2.8,..,..
"Tajikistan, Khatlon",TJK_Khatlon_TJ.KL_2848_TJK002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,4.1,..,..
"Tajikistan, Regions of Republican Subordination (RRS)",TJK_RRS_TJ.RR_2850_TJK004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tajikistan, Sogd",TJK_Sogd_TJ.LE_2849_TJK003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,4.2,..,..
Tanzania,TZA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Arusha",TZA_Arusha_115082,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Coastal",TZA_Coastal_AGG175_66,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Dar-es-salaam",TZA_Dar-es-salaam_TZ.DS_48358_TZA002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Dodoma",TZA_Dodoma_TZ.DO_48359_TZA003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Iringa",TZA_Iringa_TZ.IR_115003_TZA004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Kagera",TZA_Kagera_TZ.KR_115004_TZA005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Kaskazini Pemba",TZA_Kaskazini_Pemba_TZ.PN_48371_TZA014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Kigoma",TZA_Kigoma_TZ.KM_48362_TZA006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Kilimanjaro",TZA_Kilimanjaro_TZ.KL_48363_TZA007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Kusini Pemba",TZA_Kusini_Pemba_TZ.PS_48378_TZA015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Lindi",TZA_Lindi_TZ.LI_48364_TZA008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mainland",TZA_Mainland_MAL-227,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mainland rural",TZA_Mainland_rural_MAL-222,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mainland total",TZA_Mainland_total_MAL-223,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mainland urban",TZA_Mainland_urban_MAL-224,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Manyara",TZA_Manyara_TZ.MY_48365_TZA027,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mara",TZA_Mara_TZ.MA_48366_TZA009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mbeya",TZA_Mbeya_TZ.MB_48367_TZA010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Morogoro",TZA_Morogoro_115113,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mtwara",TZA_Mtwara_TZ.MT_48369_TZA012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Mwanza",TZA_Mwanza_TZ.MW_115006_TZA013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Pwani",TZA_Pwani_TZ.PW_48373_TZA016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Rest of Zanzibar",TZA_Rest_of_Zanzibar_MAL-225,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Rest Zanzibar",TZA_Rest_Zanzibar_MAL-228,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Rukwa",TZA_Rukwa_TZ.RK_115008_TZA017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Ruvuma",TZA_Ruvuma_TZ.RV_48375_TZA018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Shinyanga",TZA_Shinyanga_TZ.SH_115009_TZA019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Shinyanga Rural",TZA_Shinyanga_Rural_115063,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Singida",TZA_Singida_115052,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Tabora",TZA_Tabora_TZ.TB_48380_TZA021,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Tanga",TZA_Tanga_48506,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Town West",TZA_Town_West_MAL-226,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Zanzibar",TZA_ Zanzibar_AGG17755,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Zanzibar North",TZA_Kaskazini_Unguja_TZ.UN_48372_TZA023,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tanzania, Zanzibar South",TZA_Kusini_Unguja_TZ.US_48379_TZA024,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Thailand,THA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Thailand, Bangkok",THA_Bangkok_TH.BA_2853_THA017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.9,..,..
Timor-Leste,TMP,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Aileu",TMP_Aileu_TP.AL_2957_TMP001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Ainaro",TMP_Ainaro_TP.AN_2958_TMP002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Baucau",TMP_Baucau_TP.BC_2959_TMP003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Bobonaro",TMP_Bobonaro_TP.BB_2960_TMP004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Central",TMP_Central_AGG580,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Cova Lima",TMP_Cova_Lima_TP.CL_2961_TMP005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Dili",TMP_Dili_TP.DL_2962_TMP006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Eastern",TMP_Eastern_AGG581,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Ermera",TMP_Ermera_TP.ER_2963_TMP007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Lautem",TMP_Lautem_TP.BT_2964_TMP008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Liquica",TMP_Liquica_TP.LQ_2965_TMP009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Manatuto",TMP_Manatuto_TP.MT_2966_TMP010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Manufahi",TMP_Manufahi_TP.MF_2967_TMP011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Oecussi",TMP_Oecussi_TP.AM_2968_TMP012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Viqueque",TMP_Viqueque_TP.VQ_2969_TMP013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Timor-Leste, Western",TMP_Western_AGG586,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Togo,TGO,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Togo, Centrale",TGO_Centrale_TG.CE_2970_TGO001,"Prevalence of severe wasting, weight for height (% of children under 5)",0.9,..,..,0.7,..
"Togo, Grande Lom‚",TGO_Lome_27395.55,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Togo, Kara",TGO_Kara_TG.KA_2971_TGO002,"Prevalence of severe wasting, weight for height (% of children under 5)",1.6,..,..,1.9,..
"Togo, Lom‚ commune",TGO_Lom‚_commune_MAL-229,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Togo, Maritime",TGO_Maritime_TG.MA_2972_TGO003,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,..,..
"Togo, Maritime (sans Lom‚ c.)",TGO_Maritime_sans_Lome_c_MAL-230,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Togo, Maritime (sans Lom‚)",TGO_Maritime_sans_Lome_MAL-231,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Togo, Plateaux",TGO_Plateaux_TG.PL_977_TGO004,"Prevalence of severe wasting, weight for height (% of children under 5)",0.5,..,..,1.5,..
"Togo, Rural Tongatapu",TGO_Rural_Tongatapu_MAL-232,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Togo, Savanes",TGO_Savanes_TG.SV_2974_TGO005,"Prevalence of severe wasting, weight for height (% of children under 5)",1.2,..,..,2.9,..
"Togo, Urban Tongatapu",TGO_Urban_Tongatapu_MAL-233,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Tonga,TON,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tonga, Outer islands",TON_Outer_islands_MAL-234,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tonga, Rural Tongatapu",TGO_Rural_Tongatapu_2012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tonga, Urban Tongatapu",TGO_Urban_Tongatapu_2012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Trinidad and Tobago,TTO,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Trinidad and Tobago, Rest of Trinidad & Tobago",TTO_Rest_of_Trinidad_and_Tobago_1987,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Trinidad and Tobago, St. Geroge",TTO_St._Geroge_MAL-236,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Tunisia,TUN,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Beja",TUN_Beja_TN.BE_2996_TUN002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Bizerte",TUN_Bizerte_TN.BZ_2995_TUN004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Center",TUN_Center_1988,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Centre Est",TUN_Centre_Est_AGG070,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.9,..,..,..
"Tunisia, Centre Ouest",TUN_Centre_Ouest_AGG075,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Grand Tunis",TUN_Grand_Tunis_AGG075_5,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Kairouan",TUN_Kairouan_TN.KA_3000_TUN008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1,..,..,..
"Tunisia, Kasserine",TUN_Kasserine_TN.KS_3001_TUN009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.8,..,..,..
"Tunisia, Nabeul",TUN_Nabeul_TN.NB_3008_TUN016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Nord Est",TUN_Nord_Est_AGG071,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.8,..,..,..
"Tunisia, Nord Ouest",TUN_Nord_Ouest_AGG072,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.9,..,..,..
"Tunisia, North",TUN_North_1994,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Sidi Bouz",TUN_Sidi_Bouz_TN.SB_3010_TUN018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.3,..,..,..
"Tunisia, South",TUN_South_1988,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Sud Est",TUN_Sud_Est_AGG073,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.3,..,..,..
"Tunisia, Sud Quest",TUN_Sud_Quest_AGG074,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.3,..,..,..
"Tunisia, Tunis",TUN_Tunis_TN.TU_3015_TUN023,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.3,..,..,..
"Tunisia, Tunis Sud",TUN_Tunis_Sud_1973,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Tunisia, Center","TUN_Tunisia,_Center_MAL-237","Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Tunisia, North","TUN_Tunisia,_North_MAL-238","Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Tunisia, South","TUN_Tunisia,_South_MAL-240","Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Tunisia, Tunisia, Tunis Sud","TUN_Tunisia,_Tunis_Sud_MAL-241","Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Turkey,TUR,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Turkey, Aegean Region",TUR_Aegean_Region_AGG593,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0,..
"Turkey, Black Sea Region",TUR_ÿBlack_Sea_Region_AGG590,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.4,..
"Turkey, Central",TUR_Central_AGG_MAL_Survey_030,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0,..
"Turkey, Central Anatolia Region",TUR_ÿCentral_Anatolia_Region_AGG591,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0,..
"Turkey, Central East Anatolia Region",TUR_Central_East_Anatolia_Region_AGG603,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.3,..
"Turkey, East",TUR_East_AGG_MAL_Survey_031,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.1,..
"Turkey, East Marmara Region",TUR_East_Marmara_Region_AGG601,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.7,..
"Turkey, Istanbul",TUR_Istanbul_TR.IB_3056_TUR041,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.5,..
"Turkey, Mediterranean Region",TUR_Mediterranean_Region_AGG585,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.7,..
"Turkey, North",TUR_North_AGG_MAL_Survey_032,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.8,..
"Turkey, Northeast Anatolia Region",TUR_Northeast_Anatolia_Region_AGG597,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0,..
"Turkey, South",TUR_South_AGG_MAL_Survey_033,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.7,..
"Turkey, Southeast Anatolia Region",TUR_Southeast_Anatolia_Region_AGG592,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0,..
"Turkey, West",TUR_West_AGG_MAL_Survey_034,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.5,..
"Turkey, West Anatolia Region",TUR_West_Anatolia_Region_AGG587,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0,..
"Turkey, West Black Sea Region",TUR_West_Black_Sea_Region_AGG602,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.8,..
